file_name,experiment_time,experiment_fitness
result_file_../gymjam_results/2020_04_22_experiments/logfiles/slurm_9102916_e03.out_r1,0,-78.71331663019436
result_file_../gymjam_results/2020_04_22_experiments/logfiles/slurm_9102916_e03.out_r2,342410,55.9814782615199
result_file_../gymjam_results/2020_04_22_experiments/logfiles/slurm_9102916_e03.out_r3,397709,50.013095770120636
result_file_../gymjam_results/2020_04_22_experiments/logfiles/slurm_9102916_e03.out_r4,58074,60.64291386465163
result_file_../gymjam_results/2020_04_22_experiments/logfiles/slurm_9102916_e03.out_r5,124979,72.07746603706926
result_file_../gymjam_results/2020_04_22_experiments/logfiles/slurm_9102916_e03.out_r6,155495,60.84026983502278
result_file_../gymjam_results/2020_04_22_experiments/logfiles/slurm_9102916_e03.out_r7,152656,55.28724028611791
result_file_../gymjam_results/2020_04_22_experiments/logfiles/slurm_9102916_e03.out_r8,159382,54.93225820250771
result_file_../gymjam_results/2020_04_22_experiments/logfiles/slurm_9102916_e03.out_r9,397705,54.044378620368896
result_file_../gymjam_results/2020_04_22_experiments/logfiles/slurm_9102916_e03.out_r10,252626,58.18078500228543
result_file_../gymjam_results/2020_04_22_experiments/logfiles/slurm_9102916_e03.out_r11,397520,59.52121212493132
result_file_../gymjam_results/2020_04_22_experiments/logfiles/slurm_9102916_e03.out_r12,215158,64.91151424877384
result_file_../gymjam_results/2020_04_22_experiments/logfiles/slurm_9102916_e03.out_r13,327619,60.014014561226986
result_file_../gymjam_results/2020_04_22_experiments/logfiles/slurm_9102916_e03.out_r14,235056,49.90776898670279
result_file_../gymjam_results/2020_04_22_experiments/logfiles/slurm_9102916_e03.out_r15,349013,58.46650090468958
result_file_../gymjam_results/2020_04_22_experiments/logfiles/slurm_9102916_e03.out_r16,118976,56.75522956915762
result_file_../gymjam_results/2020_04_22_experiments/logfiles/slurm_9102916_e03.out_r17,293267,53.77147593992737
result_file_../gymjam_results/2020_04_22_experiments/logfiles/slurm_9102916_e03.out_r18,397682,60.970328218910915
result_file_../gymjam_results/2020_04_22_experiments/logfiles/slurm_9102916_e03.out_r19,196005,61.45915780858499
result_file_../gymjam_results/2020_04_22_experiments/logfiles/slurm_9102916_e03.out_r20,211970,59.471480743010176
result_file_../gymjam_results/2020_04_22_experiments/logfiles/slurm_9102916_e03.out_r21,281832,77.6284440013668
