file_name,experiment_time,experiment_fitness
../gymjam_results/lisa_results/mortality/polyhash/results0.txt,60398,80.9643020204
../gymjam_results/lisa_results/mortality/polyhash/results0.txt,6480,59.5342343509
../gymjam_results/lisa_results/mortality/polyhash/results0.txt,77349,51.357661313
../gymjam_results/lisa_results/mortality/polyhash/results0.txt,68660,57.7860264356
../gymjam_results/lisa_results/mortality/polyhash/results0.txt,55014,44.9760790104
../gymjam_results/lisa_results/mortality/polyhash/results0.txt,94475,42.4783883672
../gymjam_results/lisa_results/mortality/polyhash/results0.txt,94987,37.0625603883
../gymjam_results/lisa_results/mortality/polyhash/results0.txt,6044,40.3649505102
../gymjam_results/lisa_results/mortality/polyhash/results0.txt,61353,61.7909085073
../gymjam_results/lisa_results/mortality/polyhash/results0.txt,43444,49.3072451139
../gymjam_results/lisa_results/mortality/polyhash/results0.txt,19528,51.5174578952
../gymjam_results/lisa_results/mortality/polyhash/results0.txt,55948,42.9400301267
../gymjam_results/lisa_results/mortality/polyhash/results0.txt,83095,53.6329942494
../gymjam_results/lisa_results/mortality/polyhash/results0.txt,7191,49.766080534
../gymjam_results/lisa_results/mortality/polyhash/results0.txt,87608,50.0583162593
../gymjam_results/lisa_results/mortality/polyhash/results0.txt,27125,44.0380663928
../gymjam_results/lisa_results/mortality/polyhash/results0.txt,31959,55.3635622665
../gymjam_results/lisa_results/mortality/polyhash/results0.txt,48242,46.34149388
../gymjam_results/lisa_results/mortality/polyhash/results0.txt,17348,47.2853140496
../gymjam_results/lisa_results/mortality/polyhash/results0.txt,15483,68.0138303262
