file_name,experiment_time,experiment_fitness
../gymjam_results/2020_04_28_experiments/results/results_e08_1.txt,39329,32.19812537635897
../gymjam_results/2020_04_28_experiments/results/results_e08_10.txt,44050,56.12888818009853
../gymjam_results/2020_04_28_experiments/results/results_e08_11.txt,25691,46.99290327003746
../gymjam_results/2020_04_28_experiments/results/results_e08_12.txt,49548,59.88522495136141
../gymjam_results/2020_04_28_experiments/results/results_e08_13.txt,12923,35.154155366483934
../gymjam_results/2020_04_28_experiments/results/results_e08_14.txt,91358,57.011592017837955
../gymjam_results/2020_04_28_experiments/results/results_e08_15.txt,37553,43.10160487054185
../gymjam_results/2020_04_28_experiments/results/results_e08_16.txt,16391,56.551882660709225
../gymjam_results/2020_04_28_experiments/results/results_e08_17.txt,55349,54.93087632391027
../gymjam_results/2020_04_28_experiments/results/results_e08_18.txt,28929,43.82639919319777
../gymjam_results/2020_04_28_experiments/results/results_e08_19.txt,49028,42.5115187404017
../gymjam_results/2020_04_28_experiments/results/results_e08_2.txt,96025,59.92636247916599
../gymjam_results/2020_04_28_experiments/results/results_e08_20.txt,13826,60.494628456135445
../gymjam_results/2020_04_28_experiments/results/results_e08_3.txt,40703,50.38718893715128
../gymjam_results/2020_04_28_experiments/results/results_e08_4.txt,80924,41.99350843394751
../gymjam_results/2020_04_28_experiments/results/results_e08_5.txt,17550,48.86201428217993
../gymjam_results/2020_04_28_experiments/results/results_e08_6.txt,76028,35.08180946597918
../gymjam_results/2020_04_28_experiments/results/results_e08_7.txt,99527,40.10650756356756
../gymjam_results/2020_04_28_experiments/results/results_e08_8.txt,37111,41.307342686102004
../gymjam_results/2020_04_28_experiments/results/results_e08_9.txt,27807,59.02714231830663
