file_name,cells_filled,best_fitness,sum_fitness,best_fitness_commands
../gymjam_results/2020_04_22_experiments/checkpoints/experiment03_10_latest.pkl,-1,59.52121212493131,-1,0/1/1/2/1/1/2/1/1/0/1/1/1/1/0/0/0/0/1/3/1/1/0/0/3/0/3/0/3/0/3/0/3/1/3/1/2/3/0/3/2/1/2/3/0/1/0/3/2/1/3/1/0/3/3/1/3/0/0/2/1/1/3/2/0/3/2/0/1/1/0/0/0/0/3/1/0/0/0/1/0/3/1/0/0/0/1/3/1/3/2/2/0/1/0/1/2/2/1/0
../gymjam_results/2020_04_22_experiments/checkpoints/experiment03_11_latest.pkl,-1,64.91151424877384,-1,0/1/1/1/1/1/2/2/2/2/1/2/1/3/2/2/3/3/2/2/2/3/0/3/0/3/0/1/2/1/3/0/1/1/0/2/2/2/2/1/2/0/1/2/2/0/0/1/0/3/3/2/0/2/3/0/1/1/2/3/2/0/2/0/1/3/0/0/1/0/3/0/0/2/2/3/0/3/1/0/2/2/1/2/3/1/2/0/1/1/3/1/1/1/1/3/3/1/2/0
../gymjam_results/2020_04_22_experiments/checkpoints/experiment03_12_latest.pkl,-1,60.014014561226986,-1,1/1/1/1/1/0/2/0/2/2/2/1/0/2/1/1/2/1/3/3/1/0/1/1/0/0/1/0/0/3/3/1/3/3/3/0/1/0/1/3/3/3/1/2/1/1/1/0/1/0/3/2/2/1/1/0/0/3/0/3/2/0/1/3/2/0/2/2/1/1/3/1/1/1/3/0/2/2/0/0/0/3/1/2/2/2/0/3/0/1/2/3/2/1/3/1/2/0/2/3
../gymjam_results/2020_04_22_experiments/checkpoints/experiment03_13_latest.pkl,-1,49.90776898670279,-1,1/1/1/1/1/1/1/3/0/2/1/2/2/2/2/0/1/1/3/3/0/2/1/3/3/1/1/0/1/0/1/2/2/3/1/2/2/1/2/3/3/0/2/3/1/3/0/0/1/0/2/2/2/3/0/3/2/2/3/0/2/1/3/3/0/1/1/1/1/0/2/2/3/1/0/0/1/2/1/0/1/0/0/3/0/0/1/0/2/3/0/0/0/1/3/2/2/1/0/3
../gymjam_results/2020_04_22_experiments/checkpoints/experiment03_14_latest.pkl,-1,58.46650090468958,-1,2/1/1/1/1/1/1/2/0/2/2/0/0/0/1/1/3/0/1/0/2/3/2/1/1/3/3/0/2/1/0/3/3/1/3/1/3/2/1/1/0/3/0/3/0/2/2/0/1/2/3/1/0/1/1/2/1/1/1/1/1/2/0/1/3/2/3/0/3/3/2/0/2/0/2/0/2/3/1/3/0/2/1/0/2/3/2/1/2/0/3/1/1/3/2/2/1/2/0/1
../gymjam_results/2020_04_22_experiments/checkpoints/experiment03_15_latest.pkl,-1,56.75522956915762,-1,1/1/2/1/2/1/1/1/1/2/1/3/3/2/2/0/2/0/0/0/3/1/1/2/3/1/1/1/1/1/3/1/3/1/0/1/2/1/0/1/1/1/2/0/1/2/1/3/3/0/2/3/3/3/3/0/1/0/1/3/2/0/0/0/3/0/1/0/0/1/3/3/0/1/3/0/2/0/0/3/0/3/1/1/3/0/0/0/1/3/1/1/0/1/0/0/2/1/3/2
../gymjam_results/2020_04_22_experiments/checkpoints/experiment03_16_latest.pkl,-1,53.77147593992737,-1,1/1/1/1/2/1/2/2/2/1/0/2/2/1/3/3/2/1/2/2/2/1/3/3/1/0/0/1/0/2/3/1/1/0/2/0/1/2/3/3/3/2/2/1/1/2/1/3/2/1/0/2/3/0/2/0/3/1/3/3/1/0/1/2/3/0/3/1/0/2/1/3/1/2/3/1/3/2/1/1/0/2/1/3/0/2/2/3/3/1/0/0/0/0/0/1/2/2/3/1
../gymjam_results/2020_04_22_experiments/checkpoints/experiment03_17_latest.pkl,-1,60.97032821891091,-1,2/1/0/2/0/3/2/1/1/1/2/0/1/0/2/2/1/1/2/0/2/2/3/2/1/2/0/0/3/2/0/2/0/2/2/3/3/1/3/1/3/0/3/0/3/3/1/1/1/3/0/3/3/2/0/0/3/2/0/3/3/1/2/3/1/3/2/1/1/2/2/0/3/3/2/2/1/3/1/3/3/0/2/2/0/2/0/2/2/3/3/3/0/3/3/1/1/1/0/0
../gymjam_results/2020_04_22_experiments/checkpoints/experiment03_18_latest.pkl,-1,61.45915780858499,-1,1/1/1/1/0/2/1/2/1/1/2/2/0/2/0/2/1/3/0/3/1/0/1/2/1/1/0/3/3/2/3/0/2/2/2/3/2/2/2/0/0/2/1/1/2/3/2/1/3/2/2/0/2/3/3/2/0/3/0/0/0/3/0/3/2/2/1/1/2/1/0/0/0/3/2/1/3/2/0/2/2/2/2/2/3/0/1/2/0/1/3/2/0/3/3/0/2/0/1/0
../gymjam_results/2020_04_22_experiments/checkpoints/experiment03_19_latest.pkl,-1,59.471480743010176,-1,1/1/1/1/1/1/3/2/2/1/2/2/2/3/2/0/3/2/2/3/0/1/0/2/2/0/3/0/1/2/2/0/3/3/1/1/3/1/3/0/0/2/0/0/2/1/3/0/1/1/0/3/0/1/0/2/0/2/0/1/3/0/2/0/1/3/3/2/1/3/0/2/3/2/2/0/0/1/3/1/0/3/2/2/2/1/3/2/1/2/0/3/3/3/3/2/3/1/2/1
