file_name,experiment_time,experiment_fitness
../gymjam_results/lisa_results/scaling/entropy/results0.txt,96404,39.8982268769
../gymjam_results/lisa_results/scaling/entropy/results0.txt,56327,47.145802753
../gymjam_results/lisa_results/scaling/entropy/results0.txt,49885,52.6879322248
../gymjam_results/lisa_results/scaling/entropy/results0.txt,66930,49.685414938
../gymjam_results/lisa_results/scaling/entropy/results0.txt,86289,45.6668951256
../gymjam_results/lisa_results/scaling/entropy/results0.txt,29113,60.1818585568
../gymjam_results/lisa_results/scaling/entropy/results0.txt,33371,58.7060394057
../gymjam_results/lisa_results/scaling/entropy/results0.txt,66408,51.6850744847
../gymjam_results/lisa_results/scaling/entropy/results0.txt,38394,44.3797080209
../gymjam_results/lisa_results/scaling/entropy/results0.txt,84936,44.4200129677
../gymjam_results/lisa_results/scaling/entropy/results0.txt,31102,45.3898157117
../gymjam_results/lisa_results/scaling/entropy/results0.txt,10302,42.7065255561
../gymjam_results/lisa_results/scaling/entropy/results0.txt,45975,57.7445947642
../gymjam_results/lisa_results/scaling/entropy/results0.txt,65885,42.30568253
../gymjam_results/lisa_results/scaling/entropy/results0.txt,6714,51.5779930695
../gymjam_results/lisa_results/scaling/entropy/results0.txt,92757,39.7986928359
../gymjam_results/lisa_results/scaling/entropy/results0.txt,6091,52.2924838458
../gymjam_results/lisa_results/scaling/entropy/results0.txt,38368,44.8663024162
../gymjam_results/lisa_results/scaling/entropy/results0.txt,10058,51.6025201373
../gymjam_results/lisa_results/scaling/entropy/results0.txt,55024,50.0448940058
