file_name,cells_filled,sum_fitness,best_fitness,best_fitness_commands
../gymjam_results/lisa_results/scaling/fitness/checkpoints/experiment08_10_latest.pkl,89,-12276.427504930789,74.53365813625834,2/0/3/1/1/2/2/1/0/1/1/2/1/2/2/0/2/1/2/3/2/0/2/2/2/3/3/2/2/2/2/0/1/0/2/2/3/1/1/1/3/1/1/0/2/0/0/2/1/3/0/0/1/3/1/2/2/1/0/0/2/2/0/2/1/2/0/2/2/0/3/2/2/1/2/0/3/3/1/0/3/2/1/3/2/1/0/3/1/0/0/1/3/0/2/2/1/2/2/3
../gymjam_results/lisa_results/scaling/fitness/checkpoints/experiment08_11_latest.pkl,92,-12718.229847782937,56.5998715941962,1/1/1/1/2/1/2/2/2/0/1/0/1/2/1/1/2/0/2/3/3/3/1/0/3/3/1/3/0/2/1/3/3/2/0/1/0/2/0/0/2/2/1/0/0/2/3/1/3/1/1/1/3/0/1/2/0/0/0/1/0/3/3/1/3/2/0/2/0/1/3/1/0/0/3/2/1/0/1/1/3/3/3/0/3/2/0/3/1/2/2/1/1/0/2/1/3/0/1/1
../gymjam_results/lisa_results/scaling/fitness/checkpoints/experiment08_12_latest.pkl,89,-12106.009319087567,71.07262774376679,1/0/1/1/2/1/2/1/1/2/1/0/2/1/1/0/3/1/2/0/3/1/0/3/0/3/0/1/0/1/1/1/1/1/1/1/2/3/1/2/1/1/0/1/0/1/0/0/1/0/3/3/1/3/2/1/0/0/1/3/1/3/2/2/2/3/0/0/1/2/0/3/3/0/0/0/0/1/2/1/1/1/0/3/0/0/0/0/3/1/1/0/1/1/2/1/1/3/1/0
../gymjam_results/lisa_results/scaling/fitness/checkpoints/experiment08_13_latest.pkl,86,-11304.03075565834,38.086841931730135,1/1/2/1/1/2/2/1/2/2/0/2/1/1/3/2/1/2/0/0/1/2/1/1/2/3/0/3/3/0/0/3/0/2/1/1/3/2/3/1/1/3/2/0/1/0/1/0/1/3/3/2/0/0/1/1/0/1/1/0/3/3/1/2/1/0/0/0/2/0/3/3/1/0/0/2/0/3/2/1/0/2/0/2/1/1/2/0/1/0/0/3/2/0/2/2/0/0/2/3
../gymjam_results/lisa_results/scaling/fitness/checkpoints/experiment08_14_latest.pkl,94,-12011.616616114474,55.84146929878983,1/1/1/1/1/2/1/2/0/0/1/2/0/1/1/2/0/1/3/3/1/0/3/3/0/3/3/0/1/0/3/1/2/0/0/1/1/0/0/3/2/2/0/1/3/2/0/2/0/2/3/3/0/0/3/2/3/3/2/3/3/2/1/1/2/3/2/1/0/2/2/3/0/2/1/0/0/1/3/1/2/3/1/3/1/0/0/2/0/0/2/1/3/2/3/0/0/3/1/3
../gymjam_results/lisa_results/scaling/fitness/checkpoints/experiment08_15_latest.pkl,89,-12256.857371215432,40.68647224445897,1/2/1/1/0/1/1/3/2/1/1/1/1/2/1/1/2/3/1/2/0/3/3/3/0/1/0/1/0/2/1/1/3/2/1/2/3/2/1/3/2/1/0/1/1/2/3/1/3/0/3/1/1/0/2/1/2/0/3/2/3/1/2/0/0/2/0/0/1/1/0/3/2/1/3/3/1/1/1/3/2/3/1/3/3/3/2/0/0/3/1/2/2/2/3/1/2/3/0/0
../gymjam_results/lisa_results/scaling/fitness/checkpoints/experiment08_16_latest.pkl,88,-12227.843367203133,48.49563254516178,2/2/0/2/2/2/1/1/0/1/1/0/0/2/2/3/2/2/0/1/1/3/2/1/0/1/0/2/1/2/1/0/2/2/3/2/0/2/1/2/1/1/3/1/3/0/2/2/2/3/1/2/2/1/3/3/1/1/1/2/0/0/3/0/2/0/1/0/0/2/0/0/2/3/2/2/1/2/3/1/0/0/0/3/1/0/3/2/3/3/0/2/2/3/3/0/0/3/0/0
../gymjam_results/lisa_results/scaling/fitness/checkpoints/experiment08_17_latest.pkl,88,-12492.592346704902,46.3975969762582,2/1/2/2/0/1/2/1/1/0/3/2/0/1/0/2/1/2/3/2/0/2/2/2/0/2/0/1/3/2/2/1/3/2/2/0/3/2/0/3/0/1/2/2/0/0/0/0/3/3/0/2/2/2/0/0/0/2/1/1/2/2/0/2/2/1/0/2/3/3/0/3/1/1/2/3/1/3/1/2/2/2/2/3/3/3/1/2/1/2/2/2/3/3/0/0/0/0/1/2
../gymjam_results/lisa_results/scaling/fitness/checkpoints/experiment08_18_latest.pkl,90,-12034.356179613122,75.25306317849424,1/1/1/1/0/1/2/2/2/2/2/2/1/0/3/2/0/2/2/0/1/3/3/1/3/3/1/3/0/3/1/3/2/2/2/3/2/2/1/2/1/2/3/0/0/0/3/3/3/2/3/1/0/2/3/2/0/3/3/1/3/1/3/2/0/0/0/1/1/2/3/1/2/3/0/0/1/1/2/0/1/0/1/3/0/2/3/1/3/2/3/0/1/1/1/2/0/3/3/1
../gymjam_results/lisa_results/scaling/fitness/checkpoints/experiment08_19_latest.pkl,92,-12712.594503847347,36.58970446140316,2/2/3/1/1/2/2/1/1/0/2/1/0/0/0/2/2/2/2/1/3/3/1/2/1/0/3/2/2/3/1/2/0/2/2/1/3/3/0/3/2/1/3/0/2/0/1/0/0/2/1/3/0/2/3/3/2/0/0/1/2/2/3/0/2/2/0/1/3/0/3/1/3/2/3/1/3/3/1/2/3/2/1/1/0/0/0/3/3/3/1/3/0/1/2/3/0/1/0/0
