file_name,experiment_time,experiment_fitness
../gymjam_results/2020_04_28_experiments/results/results_e14_1.txt,92107,48.29327740847663
../gymjam_results/2020_04_28_experiments/results/results_e14_10.txt,12200,48.332302453452314
../gymjam_results/2020_04_28_experiments/results/results_e14_11.txt,90780,49.30670675193511
../gymjam_results/2020_04_28_experiments/results/results_e14_12.txt,97550,50.52018733874297
../gymjam_results/2020_04_28_experiments/results/results_e14_13.txt,46981,38.28200474654696
../gymjam_results/2020_04_28_experiments/results/results_e14_14.txt,37249,41.6524281394625
../gymjam_results/2020_04_28_experiments/results/results_e14_15.txt,91124,42.59577499688436
../gymjam_results/2020_04_28_experiments/results/results_e14_16.txt,86293,67.45683135722493
../gymjam_results/2020_04_28_experiments/results/results_e14_17.txt,26573,52.84819665388886
../gymjam_results/2020_04_28_experiments/results/results_e14_18.txt,99519,48.40583768250232
../gymjam_results/2020_04_28_experiments/results/results_e14_19.txt,9888,60.000063150761605
../gymjam_results/2020_04_28_experiments/results/results_e14_2.txt,70177,47.77485710435519
../gymjam_results/2020_04_28_experiments/results/results_e14_20.txt,33340,39.65086715937457
../gymjam_results/2020_04_28_experiments/results/results_e14_3.txt,33311,58.90604519333098
../gymjam_results/2020_04_28_experiments/results/results_e14_4.txt,88400,54.506055621912594
../gymjam_results/2020_04_28_experiments/results/results_e14_5.txt,36834,55.59115284121722
../gymjam_results/2020_04_28_experiments/results/results_e14_6.txt,50821,55.8753982090752
../gymjam_results/2020_04_28_experiments/results/results_e14_7.txt,78458,51.6637007366312
../gymjam_results/2020_04_28_experiments/results/results_e14_8.txt,2121,37.27998758236379
../gymjam_results/2020_04_28_experiments/results/results_e14_9.txt,48581,48.62034960168265
