file_name,cells_filled,best_fitness,sum_fitness,best_fitness_commands
../gymjam_results/2020_04_22_experiments/checkpoints/experiment02_10_latest.pkl,-1,56.78171433863122,-1,0/1/1/1/1/1/2/1/0/2/2/2/1/1/1/3/0/0/1/3/3/3/0/1/3/2/3/2/3/3/2/3/0/3/0/1/0/3/3/2/3/3/2/0/2/0/3/1/2/3/2/1/1/2/2/3/0/1/1/1/0/2/0/0/3/2/0/0/3/0/1/0/1/0/2/0/0/1/2/3/3/2/2/0/0/1/2/0/0/3/2/0/0/3/0/2/2/0/0/3
../gymjam_results/2020_04_22_experiments/checkpoints/experiment02_11_latest.pkl,-1,63.11294868593993,-1,1/1/1/1/2/2/1/1/1/2/1/3/0/0/0/1/0/2/3/3/0/1/0/1/0/2/3/2/2/1/2/2/1/3/0/3/2/3/2/1/0/2/2/3/3/3/3/0/2/2/3/0/0/1/1/3/2/2/0/3/0/1/1/3/2/2/0/3/1/2/0/2/1/3/2/1/1/1/0/2/1/0/3/3/1/2/2/3/0/2/3/2/2/3/2/1/2/2/2/2
../gymjam_results/2020_04_22_experiments/checkpoints/experiment02_12_latest.pkl,-1,66.18355163098971,-1,2/1/2/0/2/2/1/1/3/0/2/0/1/2/3/2/1/2/1/0/2/2/1/2/2/1/2/1/3/1/0/1/2/1/1/2/3/2/1/2/0/3/1/1/0/2/3/0/3/3/3/1/3/2/3/3/2/1/2/3/2/1/0/3/0/0/0/1/1/1/2/3/1/0/2/2/2/3/1/1/0/1/3/1/3/0/3/3/3/3/3/3/0/0/1/3/0/3/2/3
../gymjam_results/2020_04_22_experiments/checkpoints/experiment02_13_latest.pkl,-1,50.481847055060086,-1,1/0/2/1/1/1/1/2/1/1/2/2/1/0/2/3/0/2/3/0/0/3/0/1/2/3/3/0/0/3/0/2/1/0/1/3/0/3/2/2/0/2/3/3/1/3/0/3/0/2/2/1/0/1/0/3/0/0/3/3/2/3/1/3/0/1/0/2/2/0/0/1/3/2/0/2/2/1/2/0/2/2/2/3/1/3/0/0/1/3/1/2/3/0/2/1/3/0/3/1
../gymjam_results/2020_04_22_experiments/checkpoints/experiment02_14_latest.pkl,-1,62.09896264980688,-1,1/1/1/1/1/0/2/2/3/2/2/2/2/1/0/2/1/2/3/2/2/0/0/3/1/0/3/0/0/1/2/3/2/3/1/3/1/2/0/2/0/2/1/3/2/2/1/3/2/3/3/0/3/0/2/3/2/1/1/1/2/1/2/3/3/1/1/2/2/0/0/0/0/0/3/0/2/0/2/1/3/1/3/1/2/1/0/1/3/0/3/0/1/2/3/2/2/3/0/2
../gymjam_results/2020_04_22_experiments/checkpoints/experiment02_15_latest.pkl,-1,59.42206197347966,-1,2/2/2/0/0/1/1/1/2/0/3/1/2/0/1/0/1/2/2/0/0/2/3/1/2/2/2/3/3/3/3/2/2/3/2/3/2/2/1/3/3/1/1/0/2/2/2/1/2/0/2/0/3/2/1/0/1/3/2/3/0/1/0/3/0/0/2/1/0/1/1/3/3/1/2/2/3/0/3/1/2/2/2/3/0/3/0/3/2/2/2/3/0/2/1/3/0/0/0/1
../gymjam_results/2020_04_22_experiments/checkpoints/experiment02_16_latest.pkl,-1,54.315767234666225,-1,1/1/1/1/0/1/2/0/2/1/0/2/2/1/2/2/2/3/2/0/1/0/1/0/3/1/0/2/3/3/1/0/0/3/1/0/1/3/1/1/1/3/2/1/2/0/2/1/0/1/0/0/1/0/2/3/0/2/0/2/2/0/1/0/0/3/3/0/1/3/3/1/2/3/2/1/0/2/1/1/0/2/1/3/3/1/2/2/1/0/1/0/2/2/2/0/2/0/3/1
../gymjam_results/2020_04_22_experiments/checkpoints/experiment02_17_latest.pkl,-1,56.354801034275624,-1,1/1/1/1/0/1/1/2/2/2/2/1/1/1/3/0/3/3/2/0/3/0/1/1/3/3/0/0/0/3/0/1/3/3/0/3/2/3/3/2/0/1/3/3/0/3/2/2/3/1/1/3/0/1/2/1/1/0/0/0/2/1/1/0/2/0/3/3/3/1/0/0/1/1/0/1/0/1/1/3/1/0/2/3/3/1/3/0/1/1/1/3/1/3/0/0/3/2/2/0
../gymjam_results/2020_04_22_experiments/checkpoints/experiment02_18_latest.pkl,-1,70.70293673869628,-1,1/0/1/1/2/1/1/2/1/2/2/2/2/2/2/3/3/0/3/2/3/2/3/1/1/0/1/2/1/3/1/3/3/1/3/3/3/3/0/3/3/2/1/1/1/0/2/1/3/0/3/3/1/3/2/1/1/1/2/2/2/1/0/1/1/1/2/3/0/1/3/2/2/3/2/0/3/1/0/1/0/1/1/1/2/0/1/1/1/0/0/1/0/0/0/0/2/2/3/0
../gymjam_results/2020_04_22_experiments/checkpoints/experiment02_19_latest.pkl,-1,68.1418492633062,-1,1/1/1/1/1/1/2/2/3/1/2/2/2/1/0/0/3/0/2/0/3/1/2/3/2/2/1/1/1/0/2/2/1/0/0/3/0/1/3/0/3/3/1/1/1/3/0/3/2/1/0/1/2/1/0/3/3/2/2/2/1/2/1/1/0/3/2/1/1/0/3/2/2/1/2/2/0/2/1/1/3/0/3/1/3/1/2/1/1/1/1/2/0/2/2/0/1/1/1/1
