file_name,cells_filled,sum_fitness,best_fitness,best_fitness_commands
../gymjam_results/2020_04_22_experiments/checkpoints/experiment08_10_latest.pkl,114,-14446.629535637656,54.407173711669,0/1/1/1/1/1/0/1/1/1/2/2/1/3/0/0/3/1/3/3/1/3/3/0/2/2/3/1/3/1/3/3/2/2/0/1/2/3/3/1/0/1/3/2/3/0/2/2/1/3/2/0/2/1/0/0/0/2/1/0/0/1/1/0/1/0/2/1/2/2/0/3/1/0/2/0/0/0/0/2/2/3/2/1/2/0/1/1/1/1/1/2/0/3/0/1/0/0/2/3
../gymjam_results/2020_04_22_experiments/checkpoints/experiment08_11_latest.pkl,113,-14542.957297510544,42.40675966793759,1/1/1/1/2/1/1/2/1/1/1/3/2/3/1/0/2/2/0/3/0/3/1/1/3/2/0/0/3/0/3/3/2/1/3/1/0/1/0/2/1/3/3/0/0/0/2/1/2/0/1/2/2/1/3/1/3/3/3/3/1/2/0/1/2/2/1/1/0/3/3/2/3/2/3/2/0/0/0/2/3/0/2/0/1/3/1/0/3/2/3/1/2/1/2/2/0/2/3/1
../gymjam_results/2020_04_22_experiments/checkpoints/experiment08_12_latest.pkl,112,-14559.022092791643,68.22340702629069,1/1/1/1/1/0/0/1/2/2/2/2/2/0/3/2/3/2/2/1/1/0/0/3/1/1/3/1/3/3/0/0/3/0/0/3/3/0/0/1/3/1/3/2/3/0/3/0/0/0/1/0/0/0/3/0/3/2/1/0/1/2/3/0/2/3/2/1/2/1/0/0/3/2/2/2/3/2/3/1/1/0/3/2/3/2/1/3/1/3/0/2/0/1/3/3/0/0/2/3
../gymjam_results/2020_04_22_experiments/checkpoints/experiment08_13_latest.pkl,113,-14503.36280734101,52.32664758526599,2/0/1/2/2/1/0/3/2/1/1/2/2/0/2/2/2/1/0/2/2/1/1/2/0/2/2/2/3/1/2/2/1/2/3/3/0/1/1/0/2/0/1/1/3/1/2/1/3/3/2/3/0/0/0/1/1/0/3/3/2/1/2/0/2/1/0/1/2/0/0/2/1/2/1/1/1/2/0/3/0/0/1/0/1/3/3/2/2/2/0/0/2/2/0/0/1/1/3/3
../gymjam_results/2020_04_22_experiments/checkpoints/experiment08_14_latest.pkl,113,-14560.413678402898,38.92923895115942,1/1/2/1/1/0/1/0/1/2/1/1/3/1/2/1/2/1/0/1/0/1/1/3/2/1/3/2/3/2/2/3/3/3/2/0/3/0/0/1/3/0/2/2/2/3/0/2/1/1/1/2/0/0/3/2/0/1/3/3/0/3/1/3/3/3/3/3/1/2/2/3/2/0/2/1/1/2/3/3/0/2/3/0/2/0/1/2/2/1/3/1/0/2/2/3/3/2/2/2
../gymjam_results/2020_04_22_experiments/checkpoints/experiment08_15_latest.pkl,113,-14500.201483842739,47.47943796631279,1/1/0/1/1/1/1/1/2/0/2/2/1/3/2/2/2/3/1/3/2/3/2/1/0/1/1/2/3/3/0/1/2/0/1/0/3/2/0/3/1/1/2/0/0/0/0/2/3/1/0/3/0/0/3/1/3/1/0/3/3/0/2/2/3/1/2/1/2/1/2/2/3/2/1/3/3/1/2/2/3/3/0/2/1/3/2/1/0/3/1/3/0/1/2/1/3/2/2/0
../gymjam_results/2020_04_22_experiments/checkpoints/experiment08_16_latest.pkl,115,-14456.52614499845,60.86610819875028,1/1/1/1/1/1/2/2/1/1/0/1/3/3/1/1/0/0/1/2/0/3/1/0/0/1/0/3/2/0/3/2/0/3/0/1/2/1/3/3/3/2/2/0/1/2/0/1/0/3/3/3/0/0/1/2/3/3/1/3/1/2/1/1/2/3/0/1/2/0/2/2/0/0/2/3/1/1/1/0/2/0/2/2/1/3/1/2/2/0/3/3/2/1/0/3/0/0/0/0
../gymjam_results/2020_04_22_experiments/checkpoints/experiment08_17_latest.pkl,114,-14483.549958298634,65.18427558181048,1/1/1/2/1/1/0/2/1/0/2/2/2/2/2/2/3/3/0/2/0/0/3/2/3/1/2/0/0/0/0/0/0/1/3/3/2/3/3/0/2/3/1/3/0/2/0/2/0/0/0/2/2/2/0/3/3/1/2/2/1/2/1/3/0/3/2/2/2/1/2/3/3/2/2/0/1/0/0/3/3/1/3/3/3/0/2/3/3/1/3/3/0/1/1/3/2/1/1/1
../gymjam_results/2020_04_22_experiments/checkpoints/experiment08_18_latest.pkl,114,-14504.762617801844,44.889660493903364,2/0/1/2/0/2/1/1/2/2/1/0/0/2/1/2/0/2/3/1/3/2/2/3/3/0/0/2/3/0/2/2/2/1/3/2/1/3/3/3/1/0/2/1/2/0/2/3/2/1/3/1/0/2/0/3/0/2/1/3/1/2/0/3/3/1/2/0/1/3/0/2/1/2/0/1/0/2/1/0/2/0/1/1/3/1/3/1/2/3/1/3/3/3/0/0/1/2/3/2
../gymjam_results/2020_04_22_experiments/checkpoints/experiment08_19_latest.pkl,116,-14389.442639604185,64.15548805640324,1/1/1/1/3/1/1/2/2/2/2/2/2/1/0/3/2/2/2/2/3/3/2/3/3/3/1/2/1/1/0/1/3/1/2/1/1/1/1/1/0/2/2/1/0/3/1/1/3/0/1/1/0/1/0/0/1/0/2/0/0/1/2/2/0/1/0/3/3/2/3/1/2/1/3/2/3/0/1/2/3/0/0/1/3/3/2/3/2/2/1/0/2/1/1/1/1/1/3/2
