file_name,cells_filled,sum_fitness,best_fitness,best_fitness_commands
../gymjam_results/2020_04_22_experiments/checkpoints/experiment09_1_latest.pkl,39,-1323.5545624241402,41.82355770272213,1/1/1/1/1/0/1/0/1/2/2/2/0/1/2/0/1/1/0/0/0/1/1/2/2/3/0/3/3/2/0/1/3/0/1/3/3/1/2/3/1/0/2/2/0/0/2/1/3/0/3/3/2/1/1/3/3/0/3/2/2/2/3/0/0/0/1/2/3/2/2/3/2/3/1/1/3/3/3/3/2/2/1/3/1/1/3/1/1/3/0/3/1/3/1/1/0/2/2/3
../gymjam_results/2020_04_22_experiments/checkpoints/experiment09_20_latest.pkl,37,-909.8224487642775,47.41427090640781,1/1/1/1/1/0/1/0/1/1/1/3/1/0/0/2/3/2/3/3/1/3/3/0/2/1/1/2/1/3/3/1/1/1/2/3/0/2/3/1/2/3/3/1/1/1/1/3/2/1/3/1/3/3/0/1/0/1/3/2/1/3/0/0/1/0/2/1/1/1/2/3/0/0/3/1/1/1/3/3/1/2/1/3/3/0/3/0/1/3/1/2/3/2/1/0/3/2/0/1
../gymjam_results/2020_04_22_experiments/checkpoints/experiment09_2_latest.pkl,36,-472.06116799478514,62.03975395028374,1/1/1/1/1/2/2/2/2/2/2/2/0/0/0/3/2/2/1/3/0/0/1/2/1/0/0/0/3/0/2/2/0/3/0/0/0/0/1/2/1/3/1/0/3/3/3/2/1/0/0/3/0/0/0/1/1/1/1/2/2/1/1/1/0/0/0/2/1/3/2/0/3/1/0/2/0/0/1/2/1/3/2/2/3/1/2/1/3/3/1/3/0/3/3/3/2/1/3/2
../gymjam_results/2020_04_22_experiments/checkpoints/experiment09_3_latest.pkl,37,-965.6619604459653,49.27057423687853,1/0/2/3/1/2/2/1/2/2/1/2/1/2/1/0/1/0/1/2/0/2/1/3/0/2/2/3/2/2/3/3/0/2/2/3/0/1/0/3/0/2/3/0/2/1/3/1/1/0/0/0/0/1/1/1/1/2/0/2/0/2/2/3/3/1/2/0/3/3/0/1/0/0/3/3/0/0/1/3/3/3/0/2/3/2/2/1/3/1/1/2/0/2/3/3/2/1/2/1
../gymjam_results/2020_04_22_experiments/checkpoints/experiment09_4_latest.pkl,37,-803.7134544010669,45.97389449823538,2/0/1/1/1/1/1/0/1/1/0/2/0/2/2/1/1/0/3/2/3/0/1/1/0/0/3/1/0/1/3/3/0/3/2/0/0/3/2/2/0/2/2/1/1/0/0/3/1/3/0/1/1/0/0/2/3/3/2/1/1/0/3/2/2/3/2/1/2/2/3/2/3/0/0/2/0/2/3/2/3/2/0/2/1/0/0/2/0/0/2/1/2/1/1/0/3/2/2/2
../gymjam_results/2020_04_22_experiments/checkpoints/experiment09_5_latest.pkl,38,-1125.9170366880596,40.4528546702048,1/1/1/1/1/2/1/1/1/3/2/0/2/2/0/3/3/2/0/0/1/3/2/1/3/0/2/2/3/2/2/3/3/2/2/2/1/3/2/2/0/1/2/3/0/3/3/3/0/1/3/3/0/2/2/3/0/2/3/1/3/0/1/3/1/0/2/2/2/0/2/0/3/2/3/2/2/2/0/0/2/0/0/2/2/0/2/3/2/2/2/0/0/0/1/2/2/2/0/3
../gymjam_results/2020_04_22_experiments/checkpoints/experiment09_6_latest.pkl,37,-1022.1463979524059,53.99773184591419,1/1/1/1/2/1/1/1/0/2/2/0/0/2/2/3/2/2/0/1/0/0/2/3/1/0/3/2/2/0/0/1/2/1/3/2/3/2/3/2/3/3/0/1/1/1/0/0/3/2/1/0/1/3/3/2/0/1/0/2/3/0/3/3/2/0/2/3/1/0/2/2/0/1/0/3/0/2/3/0/2/2/3/3/0/3/0/2/3/2/3/0/2/0/3/3/2/2/1/2
../gymjam_results/2020_04_22_experiments/checkpoints/experiment09_7_latest.pkl,37,-841.3778551669643,30.074379881252185,2/1/2/3/0/1/2/1/1/2/2/2/3/0/2/2/1/0/2/2/2/0/1/2/2/2/1/1/3/2/2/1/0/2/2/2/0/2/0/2/0/0/3/1/3/1/0/2/2/2/1/0/2/0/0/2/3/1/1/3/2/0/2/3/1/0/0/1/1/0/0/0/0/0/0/2/2/1/1/0/2/3/0/0/0/0/1/3/1/1/1/1/2/0/3/1/1/2/1/2
../gymjam_results/2020_04_22_experiments/checkpoints/experiment09_8_latest.pkl,37,-800.0062135763973,34.51506749039484,2/1/3/2/0/1/2/1/1/2/2/1/3/1/2/1/0/1/2/0/0/2/2/2/2/0/0/2/0/2/0/1/2/1/2/0/3/3/0/2/2/2/0/3/0/2/3/2/3/3/0/0/2/2/0/3/2/1/2/1/3/1/3/1/1/3/2/1/1/0/3/2/2/1/0/1/0/1/1/2/2/3/0/0/3/2/1/3/0/0/2/3/1/3/2/3/3/1/2/1
../gymjam_results/2020_04_22_experiments/checkpoints/experiment09_9_latest.pkl,38,-1047.7343938452264,45.48929314860021,2/2/2/0/2/2/2/2/3/1/1/1/1/1/1/1/2/0/0/0/0/3/2/0/2/1/2/2/1/2/2/3/3/2/2/1/0/3/2/1/0/1/2/1/1/3/2/3/0/1/2/3/1/3/1/0/1/3/1/2/2/2/3/3/3/0/3/1/2/1/0/2/2/3/1/2/0/2/3/0/2/0/3/0/0/0/0/3/3/0/1/0/1/3/1/1/1/3/2/0
